ENST00000362091	CCDS7072.1
ENST00000358033	CCDS3621.1
ENST00000358039	CCDS849.1
ENST00000358041	CCDS12038.1
ENST00000358042	CCDS6378.1
ENST00000358051	CCDS2202.1
ENST00000358053	CCDS13494.1
ENST00000358055	CCDS2445.1
ENST00000358056	CCDS9718.1
ENST00000358059	CCDS6821.1
ENST00000358060	CCDS12803.1
ENST00000358062	CCDS14228.1
ENST00000358064	CCDS8665.1
ENST00000358067	CCDS12972.1
ENST00000358070	CCDS14557.1
ENST00000358071	CCDS9148.1
ENST00000358079	CCDS13859.1
ENST00000358080	CCDS2867.1
ENST00000358082	CCDS6635.1
ENST00000358083	CCDS1728.1
ENST00000358090	CCDS5267.1
ENST00000358094	CCDS14373.1
ENST00000358102	CCDS3772.1
ENST00000358105	CCDS3587.1
ENST00000358106	CCDS14753.1
ENST00000358115	CCDS14366.1
ENST00000358117	CCDS7870.1
ENST00000358120	CCDS1637.1
ENST00000358129	CCDS2070.1
ENST00000358130	CCDS14448.1
ENST00000358132	CCDS786.1
ENST00000358138	CCDS6108.1
ENST00000358141	CCDS7301.1
ENST00000358145	CCDS13529.1
ENST00000358146	CCDS6445.1
ENST00000358149	CCDS4409.1
ENST00000358150	CCDS9178.1
ENST00000358154	CCDS10598.1
ENST00000358156	CCDS11749.1
ENST00000358157	CCDS6680.1
ENST00000358170	CCDS1485.1
ENST00000358171	CCDS8239.1
ENST00000358173	CCDS5706.1
ENST00000358180	CCDS11778.1
ENST00000358184	CCDS1462.1
ENST00000358186	CCDS3328.1
ENST00000358187	CCDS7557.1
ENST00000358190	CCDS4980.1
ENST00000358193	CCDS599.1
ENST00000358196	CCDS2239.1
ENST00000358197	CCDS5068.1
ENST00000358200	CCDS724.1
ENST00000358204	CCDS5763.1
ENST00000358208	CCDS13294.1
ENST00000358214	CCDS8728.1
ENST00000358215	CCDS2441.1
ENST00000358220	CCDS7057.1
ENST00000358232	CCDS11918.1
ENST00000358237	CCDS6453.1
ENST00000358239	CCDS8161.1
ENST00000358246	CCDS7986.1
ENST00000358251	CCDS4504.1
ENST00000358252	CCDS7951.1
ENST00000358255	CCDS6976.1
ENST00000358258	CCDS5481.1
ENST00000358259	CCDS6891.1
ENST00000358265	CCDS269.1
ENST00000358268	CCDS13665.1
ENST00000358272	CCDS2091.1
ENST00000358280	CCDS2914.1
ENST00000358282	CCDS7118.1
ENST00000358286	CCDS14696.1
ENST00000358287	CCDS13748.1
ENST00000358290	CCDS3619.1
ENST00000358293	CCDS13484.1
ENST00000358299	CCDS2354.1
ENST00000358301	CCDS12528.1
ENST00000358304	CCDS5265.1
ENST00000358307	CCDS9776.1
ENST00000358308	CCDS7454.1
ENST00000358314	CCDS8741.1
ENST00000358316	CCDS3223.1
ENST00000358320	CCDS2787.1
ENST00000358321	CCDS13824.1
ENST00000358332	CCDS4818.1
ENST00000358335	CCDS12552.1
ENST00000358337	CCDS4235.1
ENST00000358343	CCDS8962.1
ENST00000358353	CCDS7707.1
ENST00000358354	CCDS13944.1
ENST00000358357	CCDS5542.1
ENST00000358360	CCDS13314.1
ENST00000358366	CCDS6702.1
ENST00000358371	CCDS2176.1
ENST00000358372	CCDS5267.1
ENST00000358374	CCDS8700.1
ENST00000358375	CCDS12875.1
ENST00000358376	CCDS4145.1
ENST00000358377	CCDS9809.1
ENST00000358387	CCDS4180.1
ENST00000358392	CCDS779.1
ENST00000358393	CCDS13551.1
ENST00000358395	CCDS13074.1
ENST00000358399	CCDS6641.1
ENST00000358400	CCDS5607.1
ENST00000358402	CCDS9772.1
ENST00000358406	CCDS5877.1
ENST00000358407	CCDS9801.1
ENST00000358408	CCDS3573.1
ENST00000358413	CCDS13028.1
ENST00000358414	CCDS11633.1
ENST00000358424	CCDS13927.1
ENST00000358429	CCDS1042.1
ENST00000358435	CCDS5376.1
ENST00000358439	CCDS14050.1
ENST00000358441	CCDS3098.1
ENST00000358452	CCDS9241.1
ENST00000358456	CCDS6586.1
ENST00000358461	CCDS3397.1
ENST00000358462	CCDS9547.1
ENST00000358463	CCDS10909.1
ENST00000358465	CCDS872.1
ENST00000358470	CCDS2310.1
ENST00000358472	CCDS10329.1
ENST00000358478	CCDS5398.1
ENST00000358488	CCDS1929.1
ENST00000358507	CCDS6894.1
ENST00000358510	CCDS1861.1
ENST00000358514	CCDS10853.1
ENST00000358521	CCDS5165.1
ENST00000358524	CCDS8465.1
ENST00000358526	CCDS14329.1
ENST00000358527	CCDS453.1
ENST00000358530	CCDS10775.1
ENST00000358536	CCDS2765.1
ENST00000358540	CCDS7845.1
ENST00000358542	CCDS10140.1
ENST00000358543	CCDS6150.1
ENST00000358544	CCDS6280.1
ENST00000358545	CCDS9385.1
ENST00000358547	CCDS12069.1
ENST00000358548	CCDS13545.1
ENST00000358550	CCDS9807.1
ENST00000358559	CCDS7235.1
ENST00000358563	CCDS4458.1
ENST00000358569	CCDS5418.1
ENST00000358582	CCDS12507.1
ENST00000358586	CCDS9230.1
ENST00000358598	CCDS11678.1
ENST00000358605	CCDS3509.1
ENST00000358606	CCDS1658.1
ENST00000358616	CCDS296.1
ENST00000358617	CCDS13801.1
ENST00000358621	CCDS7101.1
ENST00000358625	CCDS6981.1
ENST00000358630	CCDS1419.1
ENST00000358632	CCDS8748.1
ENST00000358635	CCDS3745.1
ENST00000358638	CCDS12821.1
ENST00000358647	CCDS5907.1
ENST00000358654	CCDS13826.1
ENST00000358655	CCDS9961.1
ENST00000358660	CCDS1161.1
ENST00000358661	CCDS12865.1
ENST00000358662	CCDS2474.1
ENST00000358663	CCDS17.1
ENST00000358664	CCDS9771.1
ENST00000358665	CCDS294.1
ENST00000358666	CCDS12219.1
ENST00000358667	CCDS5130.1
ENST00000358670	CCDS3988.1
ENST00000358672	CCDS9368.1
ENST00000358673	CCDS1878.1
ENST00000358676	CCDS5669.1
ENST00000358678	CCDS9045.1
ENST00000358679	CCDS9460.1
ENST00000358684	CCDS7850.1
ENST00000358687	CCDS1883.1
ENST00000358689	CCDS6041.1
ENST00000358692	CCDS6726.1
ENST00000358693	CCDS12559.1
ENST00000358704	CCDS1622.1
ENST00000358706	CCDS2368.1
ENST00000358707	CCDS5486.1
ENST00000358715	CCDS4362.1
ENST00000358717	CCDS2388.1
ENST00000358719	CCDS13038.1
ENST00000358722	CCDS235.1
ENST00000358725	CCDS8458.1
ENST00000358726	CCDS12348.1
ENST00000358730	CCDS6450.1
ENST00000358737	CCDS4971.1
ENST00000358739	CCDS4626.1
ENST00000358743	CCDS13887.1
ENST00000358744	CCDS12494.1
ENST00000358746	CCDS4072.1
ENST00000358749	CCDS3552.1
ENST00000358752	CCDS8301.1
ENST00000358755	CCDS6298.1
ENST00000358758	CCDS10654.1
ENST00000358760	CCDS4151.1
ENST00000358763	CCDS13910.1
ENST00000358767	CCDS10223.1
ENST00000358769	CCDS7277.1
ENST00000358770	CCDS12770.1
ENST00000358775	CCDS2530.1
ENST00000358777	CCDS12641.1
ENST00000358781	CCDS2893.1
ENST00000358784	CCDS10149.1
ENST00000358790	CCDS13924.1
ENST00000358803	CCDS12866.1
ENST00000358804	CCDS12407.1
ENST00000358808	CCDS9232.1
ENST00000358809	CCDS14764.1
ENST00000358813	CCDS2469.1
ENST00000358821	CCDS12007.1
ENST00000358823	CCDS1404.1
ENST00000358824	CCDS4858.1
ENST00000358827	CCDS8514.1
ENST00000358831	CCDS228.1
ENST00000358834	CCDS7595.1
ENST00000358842	CCDS3585.1
ENST00000358848	CCDS7490.1
ENST00000358849	CCDS5913.1
ENST00000358851	CCDS11415.1
ENST00000358854	CCDS841.1
ENST00000358857	CCDS6052.1
ENST00000358859	CCDS9036.1
ENST00000358869	CCDS3447.1
ENST00000358872	CCDS7789.1
ENST00000358874	CCDS97.1
ENST00000358877	CCDS13265.1
ENST00000358879	CCDS13917.1
ENST00000358880	CCDS2384.1
ENST00000358882	CCDS11771.1
ENST00000358883	CCDS6777.1
ENST00000358891	CCDS11837.1
ENST00000358893	CCDS13679.1
ENST00000358896	CCDS10859.1
ENST00000358906	CCDS9133.1
ENST00000358907	CCDS8937.1
ENST00000358912	CCDS1876.1
ENST00000358913	CCDS7275.1
ENST00000358914	CCDS11331.1
ENST00000358915	CCDS10623.1
ENST00000358919	CCDS5990.1
ENST00000358926	CCDS11451.1
ENST00000358932	CCDS9547.1
ENST00000358933	CCDS10849.1
ENST00000358935	CCDS7420.1
ENST00000358939	CCDS10209.1
ENST00000358943	CCDS4396.1
ENST00000358947	CCDS343.1
ENST00000358954	CCDS5783.1
ENST00000358956	CCDS13201.1
ENST00000358961	CCDS4008.1
ENST00000358962	CCDS1718.1
ENST00000358966	CCDS1604.1
ENST00000358969	CCDS751.1
ENST00000358974	CCDS14080.1
ENST00000358983	CCDS8003.1
ENST00000358989	CCDS331.1
ENST00000358993	CCDS14673.1
ENST00000358994	CCDS6921.1
ENST00000359003	CCDS13241.1
ENST00000359005	CCDS8407.1
ENST00000359009	CCDS12712.1
ENST00000359010	CCDS7237.1
ENST00000359015	CCDS5179.1
ENST00000359017	CCDS1498.1
ENST00000359023	CCDS11119.1
ENST00000359025	CCDS6608.1
ENST00000359027	CCDS1047.1
ENST00000359031	CCDS10136.1
ENST00000359038	CCDS787.1
ENST00000359042	CCDS11694.1
ENST00000359044	CCDS12596.1
ENST00000359046	CCDS1056.1
ENST00000359048	CCDS6777.1
ENST00000359076	CCDS4696.1
ENST00000359079	CCDS3677.1
ENST00000359086	CCDS4691.1
ENST00000359090	CCDS54.1
ENST00000359092	CCDS12574.1
ENST00000359094	CCDS11686.1
ENST00000359095	CCDS14109.1
ENST00000359100	CCDS13041.1
ENST00000359114	CCDS13955.1
ENST00000359120	CCDS4280.1
ENST00000359125	CCDS13520.1
ENST00000359126	CCDS11366.1
ENST00000359131	CCDS13500.1
ENST00000359133	CCDS9709.1
ENST00000359135	CCDS2295.1
ENST00000359149	CCDS14722.1
ENST00000359151	CCDS8625.1
ENST00000359154	CCDS10885.1
ENST00000359156	CCDS8578.1
ENST00000359161	CCDS12158.1
ENST00000359162	CCDS1517.1
ENST00000359166	CCDS9188.1
ENST00000359169	CCDS3023.1
ENST00000359176	CCDS4083.1
ENST00000359186	CCDS7573.1
ENST00000359191	CCDS12536.1
ENST00000359192	CCDS154.1
ENST00000359193	CCDS4619.1
ENST00000359195	CCDS5739.1
ENST00000359200	CCDS7049.1
ENST00000359205	CCDS1117.1
ENST00000359206	CCDS5605.1
ENST00000359213	CCDS2986.1
ENST00000359215	CCDS1041.1
ENST00000359216	CCDS7451.1
ENST00000359220	CCDS4633.1
ENST00000359221	CCDS3612.1
ENST00000359228	CCDS6388.1
ENST00000359237	CCDS14642.1
ENST00000359238	CCDS11526.1
ENST00000359240	CCDS3823.1
ENST00000359253	CCDS9916.1
ENST00000359268	CCDS7086.1
ENST00000359270	CCDS11460.1
ENST00000359271	CCDS13402.1
ENST00000359272	CCDS12909.1
ENST00000359273	CCDS2419.1
ENST00000359274	CCDS12554.1
ENST00000359275	CCDS1034.1
ENST00000359279	CCDS8085.1
ENST00000359280	CCDS1086.1
ENST00000359282	CCDS8859.1
ENST00000359293	CCDS14687.1
ENST00000359298	CCDS8206.1
ENST00000359303	CCDS4638.1
ENST00000359320	CCDS9598.1
ENST00000359321	CCDS5933.1
ENST00000359328	CCDS13862.1
ENST00000359329	CCDS14096.1
ENST00000359332	CCDS9692.1
ENST00000359333	CCDS5878.1
ENST00000359336	CCDS3328.1
ENST00000359341	CCDS9304.1
ENST00000359345	CCDS460.1
ENST00000359354	CCDS7623.1
ENST00000359357	CCDS4838.1
ENST00000359361	CCDS14123.1
ENST00000359364	CCDS14418.1
ENST00000359366	CCDS9900.1
ENST00000359370	CCDS4275.1
ENST00000359372	CCDS13335.1
ENST00000359374	CCDS4670.1
ENST00000359381	CCDS1183.1
ENST00000359387	CCDS6802.1
ENST00000359393	CCDS8084.1
ENST00000359394	CCDS9538.1
ENST00000359396	CCDS5874.1
ENST00000359424	CCDS3610.1
ENST00000359425	CCDS2053.1
ENST00000359426	CCDS7290.1
ENST00000359429	CCDS2388.1
ENST00000359438	CCDS7568.1
ENST00000359451	CCDS5080.1
ENST00000359453	CCDS6620.1
ENST00000359460	CCDS14330.1
ENST00000359465	CCDS4629.1
ENST00000359467	CCDS7198.1
ENST00000359471	CCDS8477.1
ENST00000359478	CCDS8595.1
ENST00000359479	CCDS3173.1
ENST00000359481	CCDS1999.1
ENST00000359483	CCDS2386.1
ENST00000359484	CCDS1936.1
ENST00000359486	CCDS14033.1
ENST00000359495	CCDS4530.1
ENST00000359500	CCDS13765.1
ENST00000359511	CCDS1133.1
ENST00000359513	CCDS7921.1
ENST00000359514	CCDS14012.1
ENST00000359523	CCDS1264.1
ENST00000359524	CCDS4913.1
ENST00000359530	CCDS6153.1
ENST00000359534	CCDS4841.1
ENST00000359540	CCDS13807.1
ENST00000359543	CCDS10541.1
ENST00000359544	CCDS6550.1
ENST00000359546	CCDS4396.1
ENST00000359558	CCDS5631.1
ENST00000359560	CCDS9814.1
ENST00000359562	CCDS3819.1
ENST00000359564	CCDS5107.1
ENST00000359579	CCDS5832.1
ENST00000359580	CCDS12410.1
ENST00000359583	CCDS4917.1
ENST00000359591	CCDS9578.1
ENST00000359593	CCDS5685.1
ENST00000359595	CCDS10346.1
ENST00000359598	CCDS6515.1
ENST00000359611	CCDS4639.1
ENST00000359613	CCDS11066.1
ENST00000359614	CCDS7175.1
ENST00000359623	CCDS5901.1
ENST00000359624	CCDS13693.1
ENST00000359625	CCDS705.1
ENST00000359631	CCDS3824.1
ENST00000359632	CCDS7475.1
ENST00000359636	CCDS8277.1
ENST00000359645	CCDS12011.1
ENST00000359646	CCDS13261.1
ENST00000359649	CCDS12876.1
ENST00000359656	CCDS8507.1
ENST00000359666	CCDS5994.1
ENST00000359668	CCDS12297.1
ENST00000359673	CCDS7673.1
ENST00000359674	CCDS8501.1
ENST00000359675	CCDS13284.1
ENST00000359678	CCDS2304.1
ENST00000359681	CCDS2404.1
ENST00000359690	CCDS11630.1
ENST00000359704	CCDS5129.1
ENST00000359705	CCDS1153.1
ENST00000359707	CCDS3571.1
ENST00000359712	CCDS1663.1
ENST00000359715	CCDS13533.1
ENST00000359717	CCDS6503.1
ENST00000359719	CCDS9799.1
ENST00000359727	CCDS10010.1
ENST00000359732	CCDS12394.1
ENST00000359733	CCDS4795.1
ENST00000359739	CCDS14276.1
ENST00000359741	CCDS6030.1
ENST00000359745	CCDS5091.1
ENST00000359753	CCDS2581.1
ENST00000359755	CCDS5230.1
ENST00000359758	CCDS5964.1
ENST00000359761	CCDS2260.1
ENST00000359764	CCDS6451.1
ENST00000359766	CCDS2241.1
ENST00000359774	CCDS2208.1
ENST00000359779	CCDS5295.1
ENST00000359781	CCDS14500.1
ENST00000359787	CCDS13917.1
ENST00000359791	CCDS5443.1
ENST00000359793	CCDS5071.1
ENST00000359794	CCDS8760.1
ENST00000359799	CCDS2194.1
ENST00000359803	CCDS7919.1
ENST00000359804	CCDS10440.1
ENST00000359829	CCDS14413.1
ENST00000359836	CCDS14229.1
ENST00000359843	CCDS8515.1
ENST00000359845	CCDS12080.1
ENST00000359850	CCDS3070.1
ENST00000359857	CCDS12854.1
ENST00000359865	CCDS11841.1
ENST00000359867	CCDS13970.1
ENST00000359878	CCDS2330.1
ENST00000359881	CCDS9152.1
ENST00000359882	CCDS14296.1
ENST00000359885	CCDS897.1
ENST00000359894	CCDS12043.1
ENST00000359895	CCDS4423.1
ENST00000359899	CCDS8207.1
ENST00000359903	CCDS3839.1
ENST00000359904	CCDS11674.1
ENST00000359906	CCDS14035.1
ENST00000359907	CCDS4571.1
ENST00000359908	CCDS6617.1
ENST00000359912	CCDS745.1
ENST00000359913	CCDS2255.1
ENST00000359914	CCDS5526.1
ENST00000359916	CCDS12413.1
ENST00000359918	CCDS7743.1
ENST00000359924	CCDS12697.1
ENST00000359926	CCDS13481.1
ENST00000359928	CCDS10256.1
ENST00000359930	CCDS13408.1
ENST00000359936	CCDS12321.1
ENST00000359943	CCDS5782.1
ENST00000359947	CCDS489.1
ENST00000359951	CCDS3680.1
ENST00000359957	CCDS8135.1
ENST00000359963	CCDS13738.1
ENST00000359971	CCDS6434.1
ENST00000359972	CCDS9069.1
ENST00000359982	CCDS12834.1
ENST00000359983	CCDS11042.1
ENST00000359985	CCDS4592.1
ENST00000359986	CCDS313.1
ENST00000359987	CCDS13042.1
ENST00000359988	CCDS7579.1
ENST00000359990	CCDS14376.1
ENST00000359994	CCDS855.1
ENST00000359996	CCDS10735.1
ENST00000359999	CCDS6852.1
ENST00000360000	CCDS14504.1
ENST00000360003	CCDS7617.1
ENST00000360009	CCDS281.1
ENST00000360011	CCDS14183.1
ENST00000360012	CCDS1517.1
ENST00000360019	CCDS10632.1
ENST00000360033	CCDS7372.1
ENST00000360035	CCDS14499.1
ENST00000360039	CCDS5688.1
ENST00000360046	CCDS5405.1
ENST00000360051	CCDS2548.1
ENST00000360053	CCDS6525.1
ENST00000360057	CCDS5888.1
ENST00000360060	CCDS3131.1
ENST00000360074	CCDS6472.1
ENST00000360079	CCDS14021.1
ENST00000360082	CCDS14450.1
ENST00000360086	CCDS10815.1
ENST00000360090	CCDS1027.1
ENST00000360099	CCDS8738.1
ENST00000360104	CCDS5932.1
ENST00000360110	CCDS3312.1
ENST00000360113	CCDS13853.1
ENST00000360121	CCDS10650.1
ENST00000360125	CCDS6408.1
ENST00000360128	CCDS6089.1
ENST00000360132	CCDS2340.1
ENST00000360134	CCDS14338.1
ENST00000360138	CCDS11644.1
ENST00000360160	CCDS14782.1
ENST00000360161	CCDS7685.1
ENST00000360162	CCDS7562.1
ENST00000360167	CCDS8421.1
ENST00000360175	CCDS4519.1
ENST00000360181	CCDS9356.1
ENST00000360184	CCDS9966.1
ENST00000360194	CCDS8470.1
ENST00000360202	CCDS12479.1
ENST00000360203	CCDS13532.1
ENST00000360204	CCDS12414.1
ENST00000360205	CCDS13547.1
ENST00000360208	CCDS10153.1
ENST00000360212	CCDS1484.1
ENST00000360215	CCDS4812.1
ENST00000360218	CCDS1461.1
ENST00000360221	CCDS11447.1
ENST00000360232	CCDS5761.1
ENST00000360234	CCDS8795.1
ENST00000360237	CCDS7311.1
ENST00000360238	CCDS11599.1
ENST00000360243	CCDS14702.1
ENST00000360257	CCDS8875.1
ENST00000360258	CCDS2929.1
ENST00000360261	CCDS351.1
ENST00000360265	CCDS3397.1
ENST00000360271	CCDS7028.1
ENST00000360284	CCDS8818.1
ENST00000360287	CCDS7657.1
ENST00000360289	CCDS7290.1
ENST00000360290	CCDS5119.1
ENST00000360294	CCDS11457.1
ENST00000360297	CCDS8096.1
ENST00000360299	CCDS8900.1
ENST00000360300	CCDS7257.1
ENST00000360302	CCDS10973.1
ENST00000360310	CCDS9651.1
ENST00000360315	CCDS12402.1
ENST00000360321	CCDS12994.1
ENST00000360325	CCDS11096.1
ENST00000360332	CCDS7224.1
ENST00000360334	CCDS8445.1
ENST00000360338	CCDS12949.1
ENST00000360344	CCDS11981.1
ENST00000360345	CCDS8583.1
ENST00000360348	CCDS6257.1
ENST00000360351	CCDS2384.1
ENST00000360356	CCDS3014.1
ENST00000360359	CCDS4798.1
ENST00000360368	CCDS3100.1
ENST00000360373	CCDS8580.1
ENST00000360381	CCDS6478.1
ENST00000360382	CCDS5648.1
ENST00000360384	CCDS6668.1
ENST00000360394	CCDS1593.1
ENST00000360403	CCDS517.1
ENST00000360404	CCDS6538.1
ENST00000360408	CCDS4596.1
ENST00000360409	CCDS2364.1
ENST00000360412	CCDS13799.1
ENST00000360414	CCDS3272.1
ENST00000360415	CCDS5532.1
ENST00000360418	CCDS2508.1
ENST00000360421	CCDS8041.1
ENST00000360426	CCDS13415.1
ENST00000360434	CCDS4788.1
ENST00000360439	CCDS10279.1
ENST00000360441	CCDS4593.1
ENST00000360444	CCDS5258.1
ENST00000360447	CCDS502.1
ENST00000360452	CCDS9219.1
ENST00000360454	CCDS4810.1
ENST00000360458	CCDS14512.1
ENST00000360466	CCDS15.1
ENST00000360474	CCDS8663.1
ENST00000360476	CCDS10332.1
ENST00000360478	CCDS7578.1
ENST00000360480	CCDS13518.1
ENST00000360482	CCDS347.1
ENST00000360486	CCDS12255.1
ENST00000360490	CCDS3172.1
ENST00000360496	CCDS10874.1
ENST00000360503	CCDS9119.1
ENST00000360507	CCDS2433.1
ENST00000360508	CCDS8490.1
ENST00000360509	CCDS10151.1
ENST00000360510	CCDS8141.1
ENST00000360517	CCDS3290.1
ENST00000360525	CCDS13650.1
ENST00000360534	CCDS2216.1
ENST00000360535	CCDS12486.1
ENST00000360537	CCDS5203.1
ENST00000360538	CCDS6527.1
ENST00000360540	CCDS6148.1
ENST00000360541	CCDS4207.1
ENST00000360542	CCDS13588.1
ENST00000360547	CCDS10317.1
ENST00000360553	CCDS10038.1
ENST00000360561	CCDS7628.1
ENST00000360569	CCDS4445.1
ENST00000360570	CCDS3103.1
ENST00000360577	CCDS4576.1
ENST00000360578	CCDS3856.1
ENST00000360581	CCDS5444.1
ENST00000360582	CCDS5572.1
ENST00000360586	CCDS9721.1
ENST00000360587	CCDS10187.1
ENST00000360596	CCDS13243.1
ENST00000360597	CCDS4185.1
ENST00000360600	CCDS9466.1
ENST00000360609	CCDS5699.1
ENST00000360610	CCDS9085.1
ENST00000360614	CCDS12148.1
ENST00000360615	CCDS7364.1
ENST00000360632	CCDS3144.1
ENST00000360633	CCDS9711.1
ENST00000360634	CCDS748.1
ENST00000360635	CCDS1662.1
ENST00000360639	CCDS10276.1
ENST00000360643	CCDS5929.1
ENST00000360647	CCDS3031.1
ENST00000360651	CCDS5913.1
ENST00000360652	CCDS13035.1
ENST00000360655	CCDS7851.1
ENST00000360657	CCDS4566.1
ENST00000360658	CCDS2848.1
ENST00000360659	CCDS13493.1
ENST00000360662	CCDS9958.1
ENST00000360672	CCDS13283.1
ENST00000360674	CCDS1088.1
ENST00000360675	CCDS12542.1
ENST00000360679	CCDS11318.1
ENST00000360680	CCDS12701.1
ENST00000360688	CCDS10671.1
ENST00000360689	CCDS9775.1
ENST00000360691	CCDS5560.1
ENST00000360693	CCDS4291.1
ENST00000360694	CCDS4803.1
ENST00000360696	CCDS9659.1
ENST00000360712	CCDS14617.1
ENST00000360714	CCDS8897.1
ENST00000360716	CCDS10787.1
ENST00000360719	CCDS14098.1
ENST00000360726	CCDS4941.1
ENST00000360737	CCDS14072.1
ENST00000360742	CCDS6090.1
ENST00000360743	CCDS850.1
ENST00000360758	CCDS7604.1
ENST00000360763	CCDS6725.1
ENST00000360768	CCDS5529.1
ENST00000360774	CCDS6647.1
ENST00000360785	CCDS13203.1
ENST00000360787	CCDS5397.1
ENST00000360793	CCDS11636.1
ENST00000360796	CCDS8031.1
ENST00000360798	CCDS12451.1
ENST00000360802	CCDS6547.1
ENST00000360807	CCDS13128.1
ENST00000360808	CCDS13151.1
ENST00000360809	CCDS6694.1
ENST00000360811	CCDS6086.1
ENST00000360814	CCDS9096.1
ENST00000360816	CCDS13484.1
ENST00000360820	CCDS9076.1
ENST00000360823	CCDS6636.1
ENST00000360827	CCDS1535.1
ENST00000360833	CCDS10833.1
ENST00000360835	CCDS14048.1
ENST00000360838	CCDS13408.1
ENST00000360839	CCDS4225.1
ENST00000360841	CCDS8248.1
ENST00000360848	CCDS691.1
ENST00000360871	CCDS8484.1
ENST00000360873	CCDS7463.1
ENST00000360879	CCDS1655.1
ENST00000360880	CCDS13964.1
ENST00000360882	CCDS427.1
ENST00000360894	CCDS2214.1
ENST00000360898	CCDS6923.1
ENST00000360903	CCDS10386.1
ENST00000360905	CCDS8508.1
ENST00000360913	CCDS12403.1
ENST00000360925	CCDS13103.1
ENST00000360926	CCDS11315.1
ENST00000360938	CCDS13659.1
ENST00000360939	CCDS992.1
ENST00000360943	CCDS11540.1
ENST00000360945	CCDS9734.1
ENST00000360947	CCDS9568.1
ENST00000360954	CCDS11167.1
ENST00000360958	CCDS6587.1
ENST00000360966	CCDS4276.1
ENST00000360971	CCDS5150.1
ENST00000360972	CCDS7866.1
ENST00000360975	CCDS7261.1
ENST00000360982	CCDS2288.1
ENST00000360990	CCDS2013.1
ENST00000360997	CCDS2892.1
ENST00000361000	CCDS7385.1
ENST00000361007	CCDS11003.1
ENST00000361016	CCDS4251.1
ENST00000361028	CCDS4651.1
ENST00000361035	CCDS901.1
ENST00000361038	CCDS8607.1
ENST00000361040	CCDS1121.1
ENST00000361048	CCDS7583.1
ENST00000361055	CCDS2909.1
ENST00000361056	CCDS3625.1
ENST00000361058	CCDS13021.1
ENST00000361059	CCDS4210.1
ENST00000361066	CCDS812.1
ENST00000361067	CCDS1483.1
ENST00000361069	CCDS6938.1
ENST00000361073	CCDS7037.1
ENST00000361076	CCDS4709.1
ENST00000361082	CCDS5566.1
ENST00000361088	CCDS2344.1
ENST00000361092	CCDS6650.1
ENST00000361093	CCDS13628.1
ENST00000361094	CCDS14118.1
ENST00000361099	CCDS2309.1
ENST00000361102	CCDS8304.1
ENST00000361105	CCDS13698.1
ENST00000361110	CCDS104.1
ENST00000361111	CCDS5965.1
ENST00000361115	CCDS3944.1
ENST00000361123	CCDS14420.1
ENST00000361126	CCDS14142.1
ENST00000361128	CCDS8051.1
ENST00000361130	CCDS676.1
ENST00000361132	CCDS4452.1
ENST00000361133	CCDS1263.1
ENST00000361134	CCDS7038.1
ENST00000361137	CCDS14221.1
ENST00000361139	CCDS6913.1
ENST00000361140	CCDS1119.1
ENST00000361143	CCDS2842.1
ENST00000361145	CCDS714.1
ENST00000361147	CCDS1072.1
ENST00000361151	CCDS12213.1
ENST00000361152	CCDS815.1
ENST00000361155	CCDS9913.1
ENST00000361156	CCDS9477.1
ENST00000361157	CCDS306.1
ENST00000361158	CCDS735.1
ENST00000361160	CCDS14456.1
ENST00000361161	CCDS14175.1
ENST00000361162	CCDS13267.1
ENST00000361164	CCDS1411.1
ENST00000361166	CCDS13862.1
ENST00000361167	CCDS379.1
ENST00000361169	CCDS14385.1
ENST00000361170	CCDS1144.1
ENST00000361173	CCDS999.1
ENST00000361174	CCDS1612.1
ENST00000361176	CCDS78.1
ENST00000361179	CCDS1180.1
ENST00000361180	CCDS9287.1
ENST00000361182	CCDS1629.1
ENST00000361183	CCDS5768.1
ENST00000361186	CCDS562.1
ENST00000361190	CCDS14686.1
ENST00000361192	CCDS879.1
ENST00000361194	CCDS14468.1
ENST00000361195	CCDS5286.1
ENST00000361196	CCDS487.1
ENST00000361197	CCDS3660.1
ENST00000361198	CCDS7528.1
ENST00000361199	CCDS9545.1
ENST00000361201	CCDS14714.1
ENST00000361204	CCDS14023.1
ENST00000361209	CCDS6815.1
ENST00000361210	CCDS652.1
ENST00000361211	CCDS14711.1
ENST00000361216	CCDS1196.1
ENST00000361219	CCDS639.1
ENST00000361220	CCDS11251.1
ENST00000361222	CCDS6928.1
ENST00000361225	CCDS6579.1
ENST00000361231	CCDS6000.1
ENST00000361232	CCDS4612.1
ENST00000361237	CCDS970.1
ENST00000361238	CCDS14121.1
ENST00000361239	CCDS8515.1
ENST00000361244	CCDS5226.1
ENST00000361245	CCDS6021.1
ENST00000361246	CCDS9978.1
ENST00000361247	CCDS1125.1
ENST00000361248	CCDS7564.1
ENST00000361249	CCDS606.1
ENST00000361250	CCDS14108.1
ENST00000361253	CCDS11317.1
ENST00000361257	CCDS401.1
ENST00000361258	CCDS312.1
ENST00000361260	CCDS845.1
ENST00000361262	CCDS6632.1
ENST00000361264	CCDS6549.1
ENST00000361265	CCDS9582.1
ENST00000361268	CCDS14341.1
ENST00000361270	CCDS12179.1
ENST00000361274	CCDS14541.1
ENST00000361276	CCDS943.1
ENST00000361277	CCDS978.1
ENST00000361278	CCDS5502.1
